time,net
426,0.002504687
427,0.002510063
428,0.002515766
429,0.002522111
430,0.002526558
431,0.002531647
432,0.002537061
433,0.002540567
434,0.002546632
435,0.002550787
436,0.002556868
437,0.002559751
438,0.002567772
439,0.002573556
440,0.002577094
441,0.002581603
442,0.002587085
443,0.002590313
444,0.002597096
445,0.002600653
446,0.002606481
447,0.002611341
448,0.002615558
449,0.002620754
450,0.002629533
451,0.002633765
452,0.002639307
453,0.00264649
454,0.00265172
455,0.00265532
456,0.002661217
457,0.002663185
458,0.002666467
459,0.002674355
460,0.002681599
461,0.002686546
462,0.00269183
463,0.002697119
464,0.002702413
465,0.002708044
466,0.002713352
467,0.002718002
468,0.002721993
469,0.002729317
470,0.002735652
471,0.002739658
472,0.00274233
473,0.002746008
474,0.002752367
475,0.002757727
476,0.002762757
477,0.002765107
478,0.00276813
479,0.002773174
480,0.002774857
481,0.002778226
482,0.002784634
483,0.002789024
484,0.002794095
485,0.002801206
486,0.002806633
487,0.002807992
488,0.002812409
489,0.002816149
490,0.002821256
491,0.002827732
492,0.002832851
493,0.002839344
494,0.002844476
495,0.002848929
496,0.002855445
497,0.002859565
498,0.002864033
499,0.002868851
500,0.00287712
501,0.002880914
502,0.002888512
503,0.002894392
504,0.002900278
505,0.002903744
506,0.002906866
507,0.002910337
508,0.002915547
509,0.002921459
510,0.00292494
511,0.002930516
512,0.002936099
513,0.002939242
514,0.002944835
515,0.002949734
516,0.002952185
517,0.002956739
518,0.002962
519,0.002967266
520,0.002969023
521,0.002972889
522,0.002977111
523,0.002979928
524,0.002983099
525,0.002987684
526,0.002992626
527,0.002995804
528,0.003000046
529,0.003005708
530,0.003011731
531,0.003017406
532,0.003023798
533,0.003028421
534,0.003033048
535,0.00303875
536,0.003045172
537,0.003047673
538,0.003052322
539,0.00305626
540,0.003061278
541,0.003064865
542,0.003070611
543,0.003076367
544,0.003079248
545,0.003083571
546,0.003089342
547,0.003095119
548,0.003100904
549,0.003104885
550,0.003110682
551,0.003114671
552,0.003119026
553,0.003123748
554,0.003127384
555,0.003131023
556,0.0031343
557,0.003139767
558,0.003145972
559,0.003151454
560,0.003155112
561,0.003159141
562,0.003163539
563,0.003169777
564,0.003172716
565,0.003178969
566,0.003183389
567,0.003189656
568,0.003194823
569,0.003198517
570,0.003201843
571,0.003206281
572,0.003209611
573,0.003216651
574,0.003221103
575,0.003224446
576,0.003228908
577,0.003233002
578,0.00323822
579,0.003242324
580,0.003248299
581,0.003253161
582,0.003258404
583,0.003261778
584,0.00326628
585,0.003270413
586,0.003274549
587,0.003279065
588,0.003283963
589,0.003287357
590,0.003291131
591,0.003294152
592,0.003300579
593,0.003305123
594,0.003308534
595,0.003311947
596,0.003316501
597,0.003322199
598,0.003326761
599,0.003331326
600,0.003333991
601,0.00333818
602,0.003342754
603,0.003346952
604,0.003351919
605,0.003356125
606,0.003359952
607,0.003364548
608,0.003367998
609,0.003373754
610,0.003377594
611,0.003380667
612,0.003384511
613,0.003386433
